FrameSync,DateTime (UTC+00:00),Sample Number (#),Error Flags (#),External pH (pH),Internal pH (pH),External pH (Volt),Internal pH (Volt),pH Temperature (Celsius),Relative Humidity (%),Int Temperature (Celsius)
SEAFET02117,7/4/2021 18:15,2743,0,7.6778,7.6863,-0.900088,-0.94753,19.8715,45.1,20.1
SEAFET02117,7/4/2021 18:20,2744,0,7.6769,7.6859,-0.900138,-0.947549,19.8733,45.1,20.1
SEAFET02117,7/4/2021 18:25,2745,0,7.6772,7.686,-0.900122,-0.947545,19.8733,45.1,20.1
SEAFET02117,7/4/2021 18:30,2746,0,7.6774,7.6859,-0.900112,-0.947547,19.8737,45.1,20.1
SEAFET02117,7/4/2021 18:35,2747,0,7.6768,7.6854,-0.900146,-0.947576,19.8744,45.1,20
SEAFET02117,7/4/2021 18:40,2748,0,7.6765,7.6853,-0.900163,-0.947587,19.8756,45.1,20.1
SEAFET02117,7/4/2021 18:45,2749,0,7.6766,7.685,-0.900154,-0.947599,19.8762,45.1,20.1
SEAFET02117,7/4/2021 18:50,2750,0,7.677,7.6853,-0.90013,-0.947583,19.8764,45.1,20
SEAFET02117,7/4/2021 18:55,2751,0,7.6766,7.6852,-0.900154,-0.94759,19.8784,45.2,20.1
SEAFET02117,7/4/2021 19:00,2752,0,7.676,7.6846,-0.900188,-0.947626,19.8788,45.1,20.1
SEAFET02117,7/4/2021 19:05,2753,0,7.6761,7.6847,-0.90018,-0.947617,19.879,45.2,20
SEAFET02117,7/4/2021 19:10,2754,0,7.6754,7.6839,-0.90022,-0.947662,19.8811,45.1,20.1
SEAFET02117,7/4/2021 19:15,2755,0,7.6759,7.6845,-0.900192,-0.947631,19.8811,45.1,20
SEAFET02117,7/4/2021 19:20,2756,0,7.6764,7.6849,-0.900159,-0.947604,19.8819,45.1,20.1
SEAFET02117,7/4/2021 19:25,2757,0,7.6753,7.684,-0.900227,-0.947657,19.8835,45.1,20.1
SEAFET02117,7/4/2021 19:30,2758,0,7.6755,7.6843,-0.900212,-0.947641,19.8842,45.1,20.1
SEAFET02117,7/4/2021 19:35,2759,0,7.6755,7.6843,-0.900213,-0.947642,19.8842,45.1,20.1
SEAFET02117,7/4/2021 19:40,2760,0,7.6748,7.6836,-0.900252,-0.947679,19.8858,45.1,20.1
SEAFET02117,7/4/2021 19:45,2761,0,7.6743,7.6829,-0.900282,-0.947717,19.8866,45.1,20.1
SEAFET02117,7/4/2021 19:50,2762,0,7.6742,7.6829,-0.900285,-0.947722,19.8866,45.1,20.1
SEAFET02117,7/4/2021 19:55,2763,0,7.6754,7.684,-0.900215,-0.947658,19.8885,45.1,20.1
SEAFET02117,7/4/2021 20:00,2764,0,7.6736,7.6823,-0.900317,-0.947757,19.8889,45.1,20.1
SEAFET02117,7/4/2021 20:05,2765,0,7.6745,7.6832,-0.900266,-0.947699,19.8901,45.1,20.1
SEAFET02117,7/4/2021 20:10,2766,0,7.6746,7.6834,-0.900262,-0.94769,19.8905,45.1,20.1
SEAFET02117,7/4/2021 20:15,2767,0,7.674,7.6827,-0.900294,-0.947729,19.892,45.1,20.1
SEAFET02117,7/4/2021 20:20,2768,0,7.6736,7.6822,-0.900317,-0.947757,19.892,45.1,20.1
SEAFET02117,7/4/2021 20:25,2769,0,7.6736,7.6823,-0.900314,-0.947751,19.8944,45.1,20.1
SEAFET02117,7/4/2021 20:30,2770,0,7.6734,7.6821,-0.900328,-0.947764,19.8946,45.2,20.1
SEAFET02117,7/4/2021 20:35,2771,0,7.6732,7.6817,-0.900334,-0.947787,19.8968,45.1,20.1
SEAFET02117,7/4/2021 20:40,2772,0,7.6731,7.6818,-0.900338,-0.947778,19.8971,45.1,20.1
SEAFET02117,7/4/2021 20:45,2773,0,7.6735,7.6822,-0.90032,-0.947758,19.8975,45.1,20.1
SEAFET02117,7/4/2021 20:50,2774,0,7.6737,7.6824,-0.900302,-0.947744,19.8991,45.1,20.1
SEAFET02117,7/4/2021 20:55,2775,0,7.6732,7.6819,-0.900335,-0.947773,19.8999,45.1,20.1
SEAFET02117,7/4/2021 21:00,2776,0,7.6725,7.6816,-0.900374,-0.947793,19.9009,45.1,20.1
SEAFET02117,7/4/2021 21:05,2777,0,7.6727,7.6816,-0.90036,-0.947788,19.9022,45.1,20.1
SEAFET02117,7/4/2021 21:10,2778,0,7.6723,7.6808,-0.900385,-0.947839,19.9026,45.1,20.1
SEAFET02117,7/4/2021 21:15,2779,0,7.6726,7.6814,-0.900366,-0.947804,19.9038,45.1,20.1
SEAFET02117,7/4/2021 21:20,2780,0,7.6722,7.6811,-0.900387,-0.94782,19.9053,45.1,20.1
SEAFET02117,7/4/2021 21:25,2781,0,7.6719,7.6807,-0.900404,-0.94784,19.9053,45.2,20.1
SEAFET02117,7/4/2021 21:30,2782,0,7.6724,7.681,-0.900371,-0.947824,19.9071,45.1,20.1
SEAFET02117,7/4/2021 21:35,2783,0,7.6714,7.6802,-0.900429,-0.947873,19.9077,45.2,20.1
SEAFET02117,7/4/2021 21:40,2784,0,7.6714,7.6802,-0.90043,-0.947872,19.9087,45.1,20.1
SEAFET02117,7/4/2021 21:45,2785,0,7.6713,7.6803,-0.900433,-0.947863,19.91,45.2,20.1
SEAFET02117,7/4/2021 21:50,2786,0,7.6714,7.6801,-0.900427,-0.947875,19.9108,45.1,20.1
SEAFET02117,7/4/2021 21:55,2787,0,7.6717,7.6806,-0.90041,-0.947844,19.9124,45.1,20.1
SEAFET02117,7/4/2021 22:00,2788,0,7.6716,7.6802,-0.900416,-0.947866,19.913,45.2,20.1
SEAFET02117,7/4/2021 22:05,2789,0,7.6714,7.6803,-0.900426,-0.947864,19.9135,45.1,20.1
SEAFET02117,7/4/2021 22:10,2790,0,7.6715,7.6803,-0.900419,-0.947861,19.9153,45.1,20.1
SEAFET02117,7/4/2021 22:15,2791,0,7.6707,7.6795,-0.900464,-0.947907,19.9155,45.1,20.1
SEAFET02117,7/4/2021 22:20,2792,0,7.6707,7.6795,-0.900461,-0.947907,19.9171,45.2,20.1
SEAFET02117,7/4/2021 22:25,2793,0,7.6701,7.6793,-0.900499,-0.947921,19.9179,45.2,20.1
SEAFET02117,7/4/2021 22:30,2794,0,7.6701,7.6789,-0.900497,-0.94794,19.9184,45.2,20.1
SEAFET02117,7/4/2021 22:35,2795,0,7.6699,7.6785,-0.900509,-0.947963,19.9202,45.2,20.1
SEAFET02117,7/4/2021 22:40,2796,0,7.6703,7.6794,-0.900483,-0.947915,19.921,45.1,20.1
SEAFET02117,7/4/2021 22:45,2797,0,7.6705,7.6793,-0.900473,-0.947918,19.9216,45.1,20.1
SEAFET02117,7/4/2021 22:50,2798,0,7.6699,7.679,-0.900504,-0.947936,19.9231,45.2,20.1
SEAFET02117,7/4/2021 22:55,2799,0,7.6696,7.6787,-0.900524,-0.947953,19.9235,45.2,20.1
SEAFET02117,7/4/2021 23:00,2800,0,7.6691,7.6781,-0.900548,-0.947988,19.9251,45.2,20.1
SEAFET02117,7/4/2021 23:05,2801,0,7.6705,7.6794,-0.900469,-0.947913,19.9259,45.1,20.1
SEAFET02117,7/4/2021 23:10,2802,0,7.6697,7.6785,-0.900511,-0.94796,19.9272,45.2,20.1
SEAFET02117,7/4/2021 23:15,2803,0,7.6696,7.6784,-0.900519,-0.947967,19.928,45.2,20.1
SEAFET02117,7/4/2021 23:20,2804,0,7.6696,7.6784,-0.900521,-0.947968,19.9288,45.2,20.1
SEAFET02117,7/4/2021 23:25,2805,0,7.6691,7.6779,-0.900546,-0.947994,19.93,45.2,20.1
SEAFET02117,7/4/2021 23:30,2806,0,7.6687,7.6774,-0.90057,-0.948025,19.9311,45.2,20.1
SEAFET02117,7/4/2021 23:35,2807,0,7.6687,7.6777,-0.900569,-0.948006,19.9317,45.1,20.1
SEAFET02117,7/4/2021 23:40,2808,0,7.669,7.6778,-0.900547,-0.948003,19.9335,45.2,20.1
SEAFET02117,7/4/2021 23:45,2809,0,7.6689,7.6776,-0.900555,-0.948011,19.9342,45.2,20.1
SEAFET02117,7/4/2021 23:50,2810,0,7.6686,7.6777,-0.900573,-0.948009,19.9355,45.1,20.1
SEAFET02117,7/4/2021 23:55,2811,0,7.668,7.677,-0.900604,-0.94805,19.9366,45.1,20.1
SEAFET02117,7/5/2021 0:00,2812,0,7.668,7.6773,-0.900601,-0.948032,19.9378,45.1,20.1
SEAFET02117,7/5/2021 0:05,2813,0,7.6684,7.6772,-0.900579,-0.948033,19.939,45.1,20.1
SEAFET02117,7/5/2021 0:10,2814,0,7.668,7.677,-0.9006,-0.948049,19.9395,45.2,20.1
SEAFET02117,7/5/2021 0:15,2815,0,7.6675,7.6765,-0.90063,-0.948077,19.9413,45.2,20.1
SEAFET02117,7/5/2021 0:20,2816,0,7.6679,7.6767,-0.900605,-0.948061,19.9419,45.2,20.1
SEAFET02117,7/5/2021 0:25,2817,0,7.6675,7.6765,-0.900625,-0.948074,19.9432,45.2,20.1
SEAFET02117,7/5/2021 0:30,2818,0,7.6674,7.6762,-0.900634,-0.94809,19.9444,45.1,20.1
SEAFET02117,7/5/2021 0:35,2819,0,7.6676,7.6769,-0.900617,-0.948052,19.9464,45.2,20.1
SEAFET02117,7/5/2021 0:40,2820,0,7.6671,7.6762,-0.900646,-0.948093,19.947,45.1,20.1
SEAFET02117,7/5/2021 0:45,2821,0,7.6672,7.6765,-0.900639,-0.948075,19.9473,45.2,20.1
SEAFET02117,7/5/2021 0:50,2822,0,7.6672,7.676,-0.900643,-0.948104,19.9489,45.2,20.1
SEAFET02117,7/5/2021 0:55,2823,0,7.6671,7.6764,-0.900647,-0.94808,19.9499,45.1,20.1
SEAFET02117,7/5/2021 1:00,2824,0,7.6671,7.676,-0.900644,-0.948099,19.9515,45.2,20.1
SEAFET02117,7/5/2021 1:05,2825,0,7.6666,7.676,-0.900671,-0.948102,19.9523,45.2,20.2
SEAFET02117,7/5/2021 1:10,2826,0,7.6665,7.6756,-0.900675,-0.948124,19.9534,45.2,20.2
SEAFET02117,7/5/2021 1:15,2827,0,7.6666,7.6758,-0.90067,-0.948111,19.9542,45.2,20.2
SEAFET02117,7/5/2021 1:20,2828,0,7.6661,7.675,-0.9007,-0.948155,19.9553,45.2,20.2
SEAFET02117,7/5/2021 1:25,2829,0,7.6656,7.6747,-0.900726,-0.948173,19.9566,45.2,20.2
SEAFET02117,7/5/2021 1:30,2830,0,7.6658,7.6749,-0.900713,-0.948161,19.9577,45.2,20.1
SEAFET02117,7/5/2021 1:35,2831,0,7.6654,7.6742,-0.900739,-0.948206,19.9583,45.2,20.2
SEAFET02117,7/5/2021 1:40,2832,0,7.6653,7.674,-0.900743,-0.948212,19.9601,45.1,20.1
SEAFET02117,7/5/2021 1:45,2833,0,7.6654,7.6743,-0.900738,-0.948195,19.9603,45.2,20.1
SEAFET02117,7/5/2021 1:50,2834,0,7.6649,7.6744,-0.900763,-0.948191,19.9612,45.2,20.2
SEAFET02117,7/5/2021 1:55,2835,0,7.6651,7.674,-0.900749,-0.948214,19.9624,45.2,20.2
SEAFET02117,7/5/2021 2:00,2836,0,7.6657,7.6748,-0.900715,-0.948166,19.9632,45.2,20.2
SEAFET02117,7/5/2021 2:05,2837,0,7.6655,7.6745,-0.900725,-0.948185,19.9648,45.2,20.2
SEAFET02117,7/5/2021 2:10,2838,0,7.6647,7.6737,-0.90077,-0.948228,19.9653,45.2,20.2
SEAFET02117,7/5/2021 2:15,2839,0,7.6648,7.6736,-0.900766,-0.948235,19.9655,45.2,20.2
SEAFET02117,7/5/2021 2:20,2840,0,7.6645,7.6737,-0.900783,-0.948229,19.9669,45.2,20.2
SEAFET02117,7/5/2021 2:25,2841,0,7.6648,7.6737,-0.900764,-0.948229,19.9679,45.2,20.2
SEAFET02117,7/5/2021 2:30,2842,0,7.6642,7.6732,-0.900799,-0.948257,19.9679,45.2,20.2
SEAFET02117,7/5/2021 2:35,2843,0,7.6639,7.673,-0.900813,-0.948267,19.9692,45.2,20.1
SEAFET02117,7/5/2021 2:40,2844,0,7.6634,7.6726,-0.900844,-0.948291,19.9703,45.2,20.2
SEAFET02117,7/5/2021 2:45,2845,0,7.6642,7.6729,-0.900795,-0.948273,19.9706,45.2,20.1
SEAFET02117,7/5/2021 2:50,2846,0,7.6639,7.6729,-0.900813,-0.948274,19.971,45.2,20.2
SEAFET02117,7/5/2021 2:55,2847,0,7.6632,7.6723,-0.900853,-0.948307,19.9726,45.2,20.2
SEAFET02117,7/5/2021 3:00,2848,0,7.6637,7.6728,-0.900822,-0.948281,19.9726,45.2,20.2
SEAFET02117,7/5/2021 3:05,2849,0,7.6636,7.673,-0.900832,-0.948266,19.9733,45.2,20.2
SEAFET02117,7/5/2021 3:10,2850,0,7.6632,7.6724,-0.90085,-0.948304,19.9733,45.2,20.2
SEAFET02117,7/5/2021 3:15,2851,0,7.663,7.672,-0.900861,-0.948329,19.9739,45.2,20.2
SEAFET02117,7/5/2021 3:20,2852,0,7.6625,7.6715,-0.900892,-0.948355,19.9757,45.2,20.2
SEAFET02117,7/5/2021 3:25,2853,0,7.6635,7.6726,-0.900834,-0.948291,19.9757,45.2,20.2
SEAFET02117,7/5/2021 3:30,2854,0,7.6632,7.6722,-0.90085,-0.948311,19.9757,45.2,20.2
SEAFET02117,7/5/2021 3:35,2855,0,7.6625,7.6713,-0.900889,-0.948364,19.9763,45.2,20.2
SEAFET02117,7/5/2021 3:40,2856,0,7.6623,7.6714,-0.900904,-0.948358,19.9769,45.2,20.2
SEAFET02117,7/5/2021 3:45,2857,0,7.6623,7.6715,-0.9009,-0.948353,19.9773,45.2,20.2
SEAFET02117,7/5/2021 3:50,2858,0,7.6631,7.6721,-0.900857,-0.948321,19.9781,45.2,20.2
SEAFET02117,7/5/2021 3:55,2859,0,7.6623,7.6713,-0.900903,-0.948364,19.9786,45.2,20.2
SEAFET02117,7/5/2021 4:00,2860,0,7.662,7.6714,-0.900918,-0.948357,19.9788,45.2,20.2
SEAFET02117,7/5/2021 4:05,2861,0,7.6619,7.6711,-0.900921,-0.948379,19.9788,45.2,20.2
SEAFET02117,7/5/2021 4:10,2862,0,7.6618,7.6708,-0.900927,-0.948392,19.9792,45.2,20.2
SEAFET02117,7/5/2021 4:15,2863,0,7.6617,7.6706,-0.900933,-0.948406,19.9804,45.2,20.2
SEAFET02117,7/5/2021 4:20,2864,0,7.662,7.671,-0.900916,-0.948381,19.9808,45.2,20.2
SEAFET02117,7/5/2021 4:25,2865,0,7.6617,7.6709,-0.900936,-0.948386,19.981,45.2,20.2
SEAFET02117,7/5/2021 4:30,2866,0,7.6615,7.6708,-0.900944,-0.948395,19.9812,45.2,20.2
SEAFET02117,7/5/2021 4:35,2867,0,7.6612,7.6703,-0.900961,-0.948424,19.9812,45.2,20.2
SEAFET02117,7/5/2021 4:40,2868,0,7.6612,7.67,-0.900964,-0.948438,19.9812,45.2,20.2
SEAFET02117,7/5/2021 4:45,2869,0,7.661,7.6703,-0.900973,-0.948421,19.9812,45.2,20.2
SEAFET02117,7/5/2021 4:50,2870,0,7.6607,7.6698,-0.900993,-0.948452,19.9815,45.2,20.2
SEAFET02117,7/5/2021 4:55,2871,0,7.6607,7.6698,-0.900991,-0.948454,19.9817,45.2,20.2
SEAFET02117,7/5/2021 5:00,2872,0,7.6607,7.6698,-0.900992,-0.94845,19.9823,45.2,20.2
SEAFET02117,7/5/2021 5:05,2873,0,7.6604,7.6697,-0.901005,-0.948458,19.9821,45.2,20.2
SEAFET02117,7/5/2021 5:10,2874,0,7.6605,7.6699,-0.901001,-0.948448,19.9823,45.2,20.2
SEAFET02117,7/5/2021 5:15,2875,0,7.6601,7.6694,-0.901023,-0.948477,19.9831,45.2,20.2
SEAFET02117,7/5/2021 5:20,2876,0,7.66,7.6693,-0.901033,-0.948479,19.9831,45.2,20.2
SEAFET02117,7/5/2021 5:25,2877,0,7.6599,7.6693,-0.901036,-0.948483,19.9835,45.2,20.2
SEAFET02117,7/5/2021 5:30,2878,0,7.6601,7.6695,-0.901025,-0.94847,19.9835,45.2,20.2
SEAFET02117,7/5/2021 5:35,2879,0,7.6599,7.6692,-0.901035,-0.948488,19.9835,45.2,20.2
SEAFET02117,7/5/2021 5:40,2880,0,7.6594,7.6688,-0.901065,-0.948512,19.9835,45.2,20.2
SEAFET02117,7/5/2021 5:45,2881,0,7.6593,7.6688,-0.901068,-0.94851,19.9831,45.2,20.2
SEAFET02117,7/5/2021 5:50,2882,0,7.6593,7.6684,-0.901069,-0.948534,19.9835,45.2,20.2
SEAFET02117,7/5/2021 5:55,2883,0,7.6593,7.6683,-0.901068,-0.948537,19.9835,45.2,20.2
SEAFET02117,7/5/2021 6:00,2884,0,7.6595,7.6686,-0.901057,-0.948519,19.9835,45.2,20.2
SEAFET02117,7/5/2021 6:05,2885,0,7.659,7.6681,-0.901089,-0.94855,19.9835,45.2,20.2
SEAFET02117,7/5/2021 6:10,2886,0,7.6588,7.6679,-0.901097,-0.948561,19.9835,45.2,20.2
SEAFET02117,7/5/2021 6:15,2887,0,7.6588,7.6679,-0.901098,-0.948561,19.9835,45.2,20.2
SEAFET02117,7/5/2021 6:20,2888,0,7.6587,7.6682,-0.901106,-0.948546,19.9835,45.2,20.2
SEAFET02117,7/5/2021 6:25,2889,0,7.6583,7.6677,-0.90113,-0.948573,19.9831,45.2,20.2
SEAFET02117,7/5/2021 6:30,2890,0,7.6584,7.6678,-0.901121,-0.948568,19.9831,45.2,20.2
SEAFET02117,7/5/2021 6:35,2891,0,7.6586,7.6679,-0.90111,-0.948564,19.9835,45.2,20.1
SEAFET02117,7/5/2021 6:40,2892,0,7.6577,7.6671,-0.901164,-0.948606,19.9829,45.2,20.2
SEAFET02117,7/5/2021 6:45,2893,0,7.6584,7.6676,-0.901122,-0.948581,19.9835,45.2,20.2
SEAFET02117,7/5/2021 6:50,2894,0,7.6584,7.6676,-0.901126,-0.948579,19.9831,45.2,20.2
SEAFET02117,7/5/2021 6:55,2895,0,7.6576,7.6669,-0.901171,-0.948622,19.9828,45.2,20.2
SEAFET02117,7/5/2021 7:00,2896,0,7.6577,7.667,-0.901168,-0.948617,19.9817,45.2,20.2
SEAFET02117,7/5/2021 7:05,2897,0,7.6571,7.6665,-0.901199,-0.948644,19.9812,45.2,20.2
SEAFET02117,7/5/2021 7:10,2898,0,7.6575,7.6669,-0.901177,-0.948621,19.9814,45.2,20.2
SEAFET02117,7/5/2021 7:15,2899,0,7.6568,7.6662,-0.901216,-0.948661,19.9812,45.2,20.2
SEAFET02117,7/5/2021 7:20,2900,0,7.6581,7.6677,-0.901143,-0.948575,19.9812,45.2,20.2
SEAFET02117,7/5/2021 7:25,2901,0,7.6575,7.6667,-0.901178,-0.948635,19.9812,45.2,20.2
SEAFET02117,7/5/2021 7:30,2902,0,7.6567,7.6663,-0.901226,-0.948653,19.9812,45.2,20.2
SEAFET02117,7/5/2021 7:35,2903,0,7.6574,7.6667,-0.901184,-0.948633,19.9812,45.2,20.2
SEAFET02117,7/5/2021 7:40,2904,0,7.6568,7.6663,-0.901217,-0.948655,19.9812,45.2,20.2
SEAFET02117,7/5/2021 7:45,2905,0,7.6576,7.6668,-0.901171,-0.948627,19.9812,45.2,20.2
SEAFET02117,7/5/2021 7:50,2906,0,7.6568,7.6664,-0.90122,-0.948648,19.98,45.2,20.2
SEAFET02117,7/5/2021 7:55,2907,0,7.6569,7.6662,-0.901213,-0.948662,19.9792,45.2,20.2
SEAFET02117,7/5/2021 8:00,2908,0,7.6566,7.6659,-0.901233,-0.948681,19.9792,45.2,20.2
SEAFET02117,7/5/2021 8:05,2909,0,7.6563,7.6659,-0.901249,-0.948682,19.9788,45.2,20.2
SEAFET02117,7/5/2021 8:10,2910,0,7.6561,7.6656,-0.901263,-0.948696,19.9788,45.2,20.2
SEAFET02117,7/5/2021 8:15,2911,0,7.6559,7.6652,-0.90127,-0.948721,19.9788,45.2,20.2
SEAFET02117,7/5/2021 8:20,2912,0,7.656,7.6656,-0.901267,-0.948699,19.9784,45.2,20.2
SEAFET02117,7/5/2021 8:25,2913,0,7.6561,7.6656,-0.901259,-0.948697,19.9781,45.2,20.1
SEAFET02117,7/5/2021 8:30,2914,0,7.6563,7.6656,-0.901253,-0.948695,19.9773,45.2,20.2
SEAFET02117,7/5/2021 8:35,2915,0,7.656,7.6653,-0.901267,-0.948716,19.9769,45.2,20.2
SEAFET02117,7/5/2021 8:40,2916,0,7.6557,7.6653,-0.901285,-0.948717,19.9765,45.2,20.2
SEAFET02117,7/5/2021 8:45,2917,0,7.6548,7.6645,-0.901336,-0.948761,19.9763,45.2,20.2
SEAFET02117,7/5/2021 8:50,2918,0,7.6552,7.6647,-0.901316,-0.948753,19.9759,45.2,20.2
SEAFET02117,7/5/2021 8:55,2919,0,7.6555,7.6648,-0.901296,-0.948745,19.9757,45.2,20.2
SEAFET02117,7/5/2021 9:00,2920,0,7.6559,7.6654,-0.901278,-0.948711,19.9757,45.2,20.1
SEAFET02117,7/5/2021 9:05,2921,0,7.6547,7.6645,-0.901342,-0.94876,19.9753,45.2,20.1
SEAFET02117,7/5/2021 9:10,2922,0,7.6554,7.6648,-0.901304,-0.948747,19.9746,45.2,20.2
SEAFET02117,7/5/2021 9:15,2923,0,7.655,7.6645,-0.901329,-0.948764,19.9733,45.2,20.1
SEAFET02117,7/5/2021 9:20,2924,0,7.6548,7.6641,-0.901342,-0.948783,19.9733,45.2,20.2
SEAFET02117,7/5/2021 9:25,2925,0,7.655,7.6644,-0.901328,-0.948766,19.973,45.2,20.1
SEAFET02117,7/5/2021 9:30,2926,0,7.6549,7.6641,-0.901335,-0.948785,19.9726,45.2,20.1
SEAFET02117,7/5/2021 9:35,2927,0,7.6546,7.6644,-0.901352,-0.94877,19.9726,45.2,20.2
SEAFET02117,7/5/2021 9:40,2928,0,7.6548,7.6645,-0.90134,-0.948762,19.971,45.2,20.1
SEAFET02117,7/5/2021 9:45,2929,0,7.6538,7.6635,-0.9014,-0.948819,19.9708,45.2,20.1
SEAFET02117,7/5/2021 9:50,2930,0,7.6546,7.664,-0.901357,-0.94879,19.9706,45.2,20.2
SEAFET02117,7/5/2021 9:55,2931,0,7.6538,7.6635,-0.901399,-0.948822,19.9703,45.2,20.2
SEAFET02117,7/5/2021 10:00,2932,0,7.6534,7.6632,-0.901423,-0.94884,19.9703,45.2,20.1
SEAFET02117,7/5/2021 10:05,2933,0,7.6537,7.6633,-0.901408,-0.948836,19.9685,45.2,20.2
SEAFET02117,7/5/2021 10:10,2934,0,7.6543,7.6639,-0.901373,-0.948797,19.9681,45.2,20.2
SEAFET02117,7/5/2021 10:15,2935,0,7.6539,7.6634,-0.901399,-0.948831,19.9679,45.2,20.2
SEAFET02117,7/5/2021 10:20,2936,0,7.6534,7.6631,-0.901428,-0.948848,19.9679,45.2,20.2
SEAFET02117,7/5/2021 10:25,2937,0,7.6537,7.6635,-0.901411,-0.948821,19.9675,45.2,20.1
SEAFET02117,7/5/2021 10:30,2938,0,7.6533,7.6631,-0.901433,-0.948846,19.9659,45.2,20.1
SEAFET02117,7/5/2021 10:35,2939,0,7.6538,7.6631,-0.901406,-0.948847,19.9659,45.2,20.2
SEAFET02117,7/5/2021 10:40,2940,0,7.6533,7.6631,-0.901434,-0.948848,19.9655,45.2,20.2
SEAFET02117,7/5/2021 10:45,2941,0,7.652,7.6617,-0.901508,-0.948925,19.9655,45.2,20.2
SEAFET02117,7/5/2021 10:50,2942,0,7.6526,7.6625,-0.901474,-0.94888,19.9648,45.2,20.2
SEAFET02117,7/5/2021 10:55,2943,0,7.6527,7.6625,-0.901469,-0.948879,19.9644,45.2,20.1
SEAFET02117,7/5/2021 11:00,2944,0,7.6524,7.6623,-0.901486,-0.948892,19.9636,45.2,20.1
SEAFET02117,7/5/2021 11:05,2945,0,7.6525,7.6621,-0.901486,-0.948904,19.963,45.2,20.1
SEAFET02117,7/5/2021 11:10,2946,0,7.6528,7.6625,-0.901465,-0.948882,19.9624,45.2,20.1
SEAFET02117,7/5/2021 11:15,2947,0,7.6524,7.6621,-0.901491,-0.948907,19.9624,45.2,20.1
SEAFET02117,7/5/2021 11:20,2948,0,7.6518,7.6615,-0.901526,-0.948939,19.9608,45.2,20.1
SEAFET02117,7/5/2021 11:25,2949,0,7.6518,7.6619,-0.901528,-0.948918,19.9604,45.2,20.2
SEAFET02117,7/5/2021 11:30,2950,0,7.6522,7.6617,-0.901504,-0.948931,19.9601,45.2,20.1
SEAFET02117,7/5/2021 11:35,2951,0,7.6521,7.662,-0.901507,-0.948914,19.9601,45.2,20.1
SEAFET02117,7/5/2021 11:40,2952,0,7.6517,7.6612,-0.901533,-0.94896,19.9599,45.2,20.1
SEAFET02117,7/5/2021 11:45,2953,0,7.6515,7.661,-0.901546,-0.948968,19.9577,45.2,20.1
SEAFET02117,7/5/2021 11:50,2954,0,7.6516,7.6614,-0.901539,-0.948946,19.9577,45.2,20.1
SEAFET02117,7/5/2021 11:55,2955,0,7.6516,7.6615,-0.901541,-0.94894,19.9577,45.2,20.1
SEAFET02117,7/5/2021 12:00,2956,0,7.6518,7.6615,-0.901531,-0.948941,19.9573,45.2,20.1
SEAFET02117,7/5/2021 12:05,2957,0,7.6516,7.6616,-0.90154,-0.948938,19.957,45.2,20.1
SEAFET02117,7/5/2021 12:10,2958,0,7.6512,7.6612,-0.901563,-0.948958,19.9562,45.2,20.1
SEAFET02117,7/5/2021 12:15,2959,0,7.6516,7.6614,-0.901543,-0.948946,19.9552,45.2,20.1
SEAFET02117,7/5/2021 12:20,2960,0,7.6509,7.661,-0.901582,-0.948973,19.9548,45.2,20.1
SEAFET02117,7/5/2021 12:25,2961,0,7.6508,7.6604,-0.901591,-0.949005,19.9546,45.2,20.1
SEAFET02117,7/5/2021 12:30,2962,0,7.6508,7.6607,-0.901592,-0.948991,19.9546,45.2,20.1
SEAFET02117,7/5/2021 12:35,2963,0,7.6507,7.6606,-0.901599,-0.948994,19.9524,45.2,20.1
SEAFET02117,7/5/2021 12:40,2964,0,7.6507,7.6607,-0.9016,-0.948989,19.9523,45.2,20.1
SEAFET02117,7/5/2021 12:45,2965,0,7.651,7.6608,-0.901579,-0.948986,19.9523,45.2,20.1
SEAFET02117,7/5/2021 12:50,2966,0,7.6509,7.6609,-0.901585,-0.948979,19.9523,45.2,20.1
SEAFET02117,7/5/2021 12:55,2967,0,7.6498,7.6593,-0.901652,-0.949071,19.9511,45.2,20.1
SEAFET02117,7/5/2021 13:00,2968,0,7.6506,7.6604,-0.901603,-0.949007,19.9499,45.2,20.1
SEAFET02117,7/5/2021 13:05,2969,0,7.6499,7.6597,-0.901646,-0.949049,19.9499,45.2,20.1
SEAFET02117,7/5/2021 13:10,2970,0,7.6495,7.6593,-0.901672,-0.949071,19.9499,45.2,20.1
SEAFET02117,7/5/2021 13:15,2971,0,7.6502,7.6598,-0.901628,-0.949043,19.9495,45.2,20.1
SEAFET02117,7/5/2021 13:20,2972,0,7.6495,7.6595,-0.901667,-0.94906,19.9492,45.2,20.1
SEAFET02117,7/5/2021 13:25,2973,0,7.6503,7.6602,-0.901625,-0.949021,19.9487,45.2,20.1
SEAFET02117,7/5/2021 13:30,2974,0,7.6488,7.6583,-0.901709,-0.949128,19.9479,45.2,20.1
SEAFET02117,7/5/2021 13:35,2975,0,7.65,7.6597,-0.901641,-0.949049,19.9473,45.2,20.1
SEAFET02117,7/5/2021 13:40,2976,0,7.6494,7.6592,-0.901675,-0.949079,19.9472,45.2,20.1
SEAFET02117,7/5/2021 13:45,2977,0,7.6495,7.6594,-0.901671,-0.949067,19.9468,45.2,20.1
SEAFET02117,7/5/2021 13:50,2978,0,7.6494,7.6594,-0.901676,-0.949066,19.9468,45.2,20.1
